ticker,company_name,exchange,market_cap,market_cap_category,sector,industry,sic,sic_description,cik,website,ir_url,data_quality_score,data_source,shares_outstanding,last_price,isin,cusip,country,currency
HOWL,"Werewolf Therapeutics, Inc.",NASDAQ,30158026.259999998,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001785530,,,60,sec_fallback,48540200.0,0.6213,,,US,USD
EDSA,"Edesa Biotech, Inc.",NASDAQ,30136861.209999997,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001540159,,,60,sec_fallback,8348161.0,3.61,,,US,USD
XLO,"Xilio Therapeutics, Inc.",NASDAQ,28423677.5792,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001840233,,,60,sec_fallback,52500328.0,0.5414,,,US,USD
FBLG,"FibroBiologics, Inc.",NASDAQ,28335707.4624,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001958777,,,60,sec_fallback,67594722.0,0.4192,,,US,USD
KYNB,"KYNTRA BIO, INC.",NASDAQ,27852888.825,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0000921299,,,60,sec_fallback,4045445.0,6.885,,,US,USD
AYTU,"AYTU BIOPHARMA, INC",NASDAQ,27845161.5144,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001385818,,,60,sec_fallback,10733208.0,2.5943,,,US,USD
DYAI,DYADIC INTERNATIONAL INC,NASDAQ,27506345.2598,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001213809,,,60,sec_fallback,36187798.0,0.7601,,,US,USD
TCRX,"TScan Therapeutics, Inc.",NASDAQ,27093944.459999997,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001783328,,,60,sec_fallback,23976942.0,1.13,,,US,USD
ENLV,Enlivex Ltd.,NASDAQ,26489107.680000003,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001596812,,,60,sec_fallback,23650989.0,1.12,,,US,USD
IGC,"IGC Pharma, Inc.",NYSE MKT,26467448.685,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001326205,,,60,sec_fallback,92868241.0,0.285,,,US,USD
PASG,"Passage BIO, Inc.",NASDAQ,26047417.2,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001787297,,,60,sec_fallback,3207810.0,8.12,,,US,USD
TXMD,"TherapeuticsMD, Inc.",NASDAQ,25810827.26,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0000025743,,,60,sec_fallback,11574362.0,2.23,,,US,USD
HBIO,HARVARD BIOSCIENCE INC,NASDAQ,25454988.714999996,nano,,Laboratory Analytical Instruments,3826,Laboratory Analytical Instruments,0001123494,,,60,sec_fallback,44579665.0,0.571,,,US,USD
XCUR,"EXICURE, INC.",NASDAQ,25431737.310000002,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001698530,,,60,sec_fallback,6373869.0,3.99,,,US,USD
HYPD,"HYPERION DEFI, INC.",NASDAQ,25102742.900000002,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001682639,,,60,sec_fallback,8097659.0,3.1,,,US,USD
BOLD,"Boundless Bio, Inc.",NASDAQ,25071884.320000004,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001782303,,,60,sec_fallback,22385611.0,1.12,,,US,USD
SNTI,"Senti Biosciences, Inc.",NASDAQ,24663435.127800003,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001854270,,,60,sec_fallback,26290838.0,0.9381,,,US,USD
NEUP,Neuphoria Therapeutics Inc.,NASDAQ,24474663.3,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001191070,,,60,sec_fallback,5390895.0,4.54,,,US,USD
VTGN,"Vistagen Therapeutics, Inc.",NASDAQ,24338760.733099997,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001411685,,,60,sec_fallback,39620317.0,0.6143,,,US,USD
RVPH,"REVIVA PHARMACEUTICALS HOLDINGS, INC.",NASDAQ,24323392.0566,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001742927,,,60,sec_fallback,115058619.0,0.2114,,,US,USD
VNRX,VOLITIONRX LTD,NYSE MKT,24167349.3696,nano,,In Vitro & In Vivo Diagnostic Substances,2835,In Vitro & In Vivo Diagnostic Substances,0000093314,,,60,sec_fallback,122801572.0,0.1968,,,US,USD
BRNS,Barinthus Biotherapeutics plc.,NASDAQ,24126655.5877,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001828185,,,60,sec_fallback,40830353.0,0.5909,,,US,USD
IRIX,IRIDEX CORP,NASDAQ,23722173.779999997,nano,,Electromedical & Electrotherapeutic Apparatus,3845,Electromedical & Electrotherapeutic Apparatus,0001006045,,,60,sec_fallback,17189981.0,1.38,,,US,USD
MBIO,"MUSTANG BIO, INC.",NASDAQ,23709991.1477,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001680048,,,60,sec_fallback,24976289.0,0.9493,,,US,USD
SKYE,"Skye Bioscience, Inc.",NASDAQ,23658406.218,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001516551,,,60,sec_fallback,32057461.0,0.738,,,US,USD
IOBT,"IO Biotech, Inc.",NASDAQ,23440932.7236,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001865494,,,60,sec_fallback,71948842.0,0.3258,,,US,USD
MRKR,"Marker Therapeutics, Inc.",NASDAQ,23175646.529999997,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001094038,,,60,sec_fallback,16673127.0,1.39,,,US,USD
CUE,"Cue Biopharma, Inc.",NASDAQ,22660720.4208,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001645460,,,60,sec_fallback,78737736.0,0.2878,,,US,USD
HOOK,HOOKIPA Pharma Inc.,NASDAQ,22452306.240000002,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001760542,,,60,sec_fallback,21588756.0,1.04,,,US,USD
DARE,"Dare Bioscience, Inc.",NASDAQ,22434089.53,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001401914,,,60,sec_fallback,14289229.0,1.57,,,US,USD
APLM,Apollomics Inc.,NASDAQ,22243495.68,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001944885,,,60,sec_fallback,1103348.0,20.16,,,US,USD
CTXR,"Citius Pharmaceuticals, Inc.",NASDAQ,21226278.6522,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001506251,,,60,sec_fallback,22376427.0,0.9486,,,US,USD
LONA,"LeonaBio, Inc.",NASDAQ,21178673.19,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001620463,,,60,sec_fallback,3943887.0,5.37,,,US,USD
RVP,RETRACTABLE TECHNOLOGIES INC,NYSE MKT,21045822.777,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0000946563,,,60,sec_fallback,29937159.0,0.703,,,US,USD
ADGM,"Adagio Medical Holdings, Inc.",NASDAQ,20542129.9263,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0002006986,,,60,sec_fallback,21179637.0,0.9699,,,US,USD
NNVC,"NANOVIRICIDES, INC.",NYSE MKT,20003448.5,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001379006,,,60,sec_fallback,21595000.0,0.9263,,,US,USD
NRSN,NeuroSense Therapeutics Ltd.,NASDAQ,19842161.4022,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001875091,,,60,sec_fallback,23228941.0,0.8542,,,US,USD
VYNE,VYNE Therapeutics Inc.,NASDAQ,19410747.1075,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001566044,,,60,sec_fallback,33323171.0,0.5825,,,US,USD
LEXX,Lexaria Bioscience Corp.,NASDAQ,19260394.459400002,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001348362,,,60,sec_fallback,24887446.0,0.7739,,,US,USD
HUMAW,"Humacyte, Inc.",NASDAQ,18052955.3444,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001818382,,,60,sec_fallback,187271321.0,0.0964,,,US,USD
NAII,NATURAL ALTERNATIVES INTERNATIONAL INC,NASDAQ,16986139.5,nano,,Medicinal Chemicals & Botanical Products,2833,Medicinal Chemicals & Botanical Products,0000787253,,,60,sec_fallback,6176778.0,2.75,,,US,USD
WOK,WORK Medical Technology Group LTD,NASDAQ,16780733.299999997,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001929783,,,60,sec_fallback,14591942.0,1.15,,,US,USD
SER,"Serina Therapeutics, Inc.",NYSE MKT,16742580.48,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001708599,,,60,sec_fallback,10664064.0,1.57,,,US,USD
CVKD,"Cadrenal Therapeutics, Inc.",NASDAQ,16596380.775,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001937993,,,60,sec_fallback,2075845.0,7.995,,,US,USD
GNTA,Genenta Science S.p.A.,NASDAQ,16587079.4754,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001838716,,,60,sec_fallback,18289866.0,0.9069,,,US,USD
HIND,"Vyome Holdings, Inc",NASDAQ,16425477.540000001,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001427570,,,60,sec_fallback,5644494.0,2.91,,,US,USD
APUS,"Apimeds Pharmaceuticals US, Inc.",NYSE MKT,16348777.9,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001894525,,,60,sec_fallback,12575983.0,1.3,,,US,USD
SCNX,"Scienture Holdings, Inc.",NASDAQ,16333587.63,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001382574,,,60,sec_fallback,40630815.0,0.402,,,US,USD
ANEB,"Anebulo Pharmaceuticals, Inc.",NASDAQ,16313892.4,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001815974,,,60,sec_fallback,40784731.0,0.4,,,US,USD
ALLR,"Allarity Therapeutics, Inc.",NASDAQ,16128123.72,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001860657,,,60,sec_fallback,15811886.0,1.02,,,US,USD
HOTH,"Hoth Therapeutics, Inc.",NASDAQ,15669455.120000001,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001711786,,,60,sec_fallback,15514312.0,1.01,,,US,USD
MODD,"Modular Medical, Inc.",NASDAQ,15618412.947,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001074871,,,60,sec_fallback,77703547.0,0.201,,,US,USD
LIXT,"LIXTE BIOTECHNOLOGY HOLDINGS, INC.",NASDAQ,15230214.0,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001335105,,,60,sec_fallback,5704200.0,2.67,,,US,USD
SNYR,Synergy CHC Corp.,NASDAQ,15077483.020000001,nano,,Medicinal Chemicals & Botanical Products,2833,Medicinal Chemicals & Botanical Products,0001562733,,,60,sec_fallback,11251853.0,1.34,,,US,USD
GTBP,"GT Biopharma, Inc.",NASDAQ,14830329.239999998,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0000109657,,,60,sec_fallback,31553892.0,0.47,,,US,USD
IINN,Inspira Technologies OXY B.H.N. Ltd,NASDAQ,14565808.8576,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001837493,,,60,sec_fallback,24252096.0,0.6006,,,US,USD
QCLS,"Q/C TECHNOLOGIES, INC.",NASDAQ,14500324.8,nano,,In Vitro & In Vivo Diagnostic Substances,2835,In Vitro & In Vivo Diagnostic Substances,0001321834,,,60,sec_fallback,4166760.0,3.48,,,US,USD
JUNS,"JUPITER NEUROSCIENCES, INC.",NASDAQ,14455626.4645,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001679628,,,60,sec_fallback,34426355.0,0.4199,,,US,USD
COCP,"Cocrystal Pharma, Inc.",NASDAQ,13782686.5935,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001412486,,,60,sec_fallback,13784065.0,0.9999,,,US,USD
KAPA,"Kairos Pharma, LTD.",NYSE MKT,13658807.568,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001962011,,,60,sec_fallback,20821353.0,0.656,,,US,USD
PHIO,Phio Pharmaceuticals Corp.,NASDAQ,13592182.5,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001533040,,,60,sec_fallback,11617250.0,1.17,,,US,USD
MDAIW,"Spectral AI, Inc.",NASDAQ,13349669.325,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001833498,,,60,sec_fallback,30688895.0,0.435,,,US,USD
CRIS,CURIS INC,NASDAQ,13187430.06,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001108205,,,60,sec_fallback,12928853.0,1.02,,,US,USD
IVF,"INVO Fertility, Inc.",NASDAQ,13133084.776,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001417926,,,60,sec_fallback,15130282.0,0.868,,,US,USD
BCDA,"BioCardia, Inc.",NASDAQ,12788344.47,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0000925741,,,60,sec_fallback,10612734.0,1.205,,,US,USD
TRAW,"Traws Pharma, Inc.",NASDAQ,12785387.200000001,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001130598,,,60,sec_fallback,7990867.0,1.6,,,US,USD
MTEX,MANNATECH INC,NASDAQ,12736231.0,nano,,Medicinal Chemicals & Botanical Products,2833,Medicinal Chemicals & Botanical Products,0001056358,,,60,sec_fallback,1900930.0,6.7,,,US,USD
VVOS,"Vivos Therapeutics, Inc.",NASDAQ,12403586.28,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001716166,,,60,sec_fallback,8988106.0,1.38,,,US,USD
AEON,"AEON Biopharma, Inc.",NYSE MKT,12193600.41,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001837607,,,60,sec_fallback,11838447.0,1.03,,,US,USD
OSRH,"OSR Holdings, Inc.",NASDAQ,12040537.571999999,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001840425,,,60,sec_fallback,25672788.0,0.469,,,US,USD
GDTC,CytoMed Therapeutics Ltd,NASDAQ,12001600.0,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001873093,,,60,sec_fallback,11540000.0,1.04,,,US,USD
CLRB,"Cellectar Biosciences, Inc.",NASDAQ,11745157.33,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001279704,,,60,sec_fallback,4240129.0,2.77,,,US,USD
SNGX,"SOLIGENIX, INC.",NASDAQ,11599049.5,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0000812796,,,60,sec_fallback,10086130.0,1.15,,,US,USD
BNGO,"Bionano Genomics, Inc.",NASDAQ,11498879.999999998,nano,,Laboratory Analytical Instruments,3826,Laboratory Analytical Instruments,0001411690,,,60,sec_fallback,10176000.0,1.13,,,US,USD
NOTV,"Inotiv, Inc.",NASDAQ,11419678.172,nano,,Services-Commercial Physical & Biological Research,8731,Services-Commercial Physical & Biological Research,0000720154,,,60,sec_fallback,34396621.0,0.332,,,US,USD
CURX,Curanex Pharmaceuticals Inc,NASDAQ,11310818.0692,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0002025942,,,60,sec_fallback,28340812.0,0.3991,,,US,USD
SINT,"Sintx Technologies, Inc.",NASDAQ,10650658.34,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001269026,,,60,sec_fallback,3851956.0,2.765,,,US,USD
CALC,"CalciMedica, Inc.",NASDAQ,10406728.476,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001534133,,,60,sec_fallback,15743916.0,0.661,,,US,USD
TPST,"Tempest Therapeutics, Inc.",NASDAQ,10256771.91,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001544227,,,60,sec_fallback,4440161.0,2.31,,,US,USD
IMNN,"Imunon, Inc.",NASDAQ,10254982.36,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0000749647,,,60,sec_fallback,3070354.0,3.34,,,US,USD
BIVI,BIOVIE INC.,NASDAQ,10108385.14,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001580149,,,60,sec_fallback,7543571.0,1.34,,,US,USD
BFRI,Biofrontera Inc.,NASDAQ,10050173.0844,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001858685,,,60,sec_fallback,11648323.0,0.8628,,,US,USD
CDIO,"Cardio Diagnostics Holdings, Inc.",NASDAQ,9805893.870000001,nano,,In Vitro & In Vivo Diagnostic Substances,2835,In Vitro & In Vivo Diagnostic Substances,0001870144,,,60,sec_fallback,1826051.0,5.37,,,US,USD
PHGE,BiomX Inc.,NYSE MKT,9163792.25,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001739174,,,60,sec_fallback,1593703.0,5.75,,,US,USD
NCEL,NewcelX Ltd.,NASDAQ,8909888.7,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001783036,,,60,sec_fallback,3159535.0,2.82,,,US,USD
LNAI,Lunai Bioworks Inc.,NASDAQ,8743729.194,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001527728,,,60,sec_fallback,24187356.0,0.3615,,,US,USD
XAIR,"Beyond Air, Inc.",NASDAQ,8724614.4384,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001641631,,,60,sec_fallback,10529344.0,0.8286,,,US,USD
SXTP,"60 DEGREES PHARMACEUTICALS, INC.",NASDAQ,8714722.88,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001946563,,,60,sec_fallback,4230448.0,2.06,,,US,USD
RNAZ,"Transcode Therapeutics, Inc.",NASDAQ,8555311.44,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001829635,,,60,sec_fallback,916968.0,9.33,,,US,USD
BOLT,"Bolt Biotherapeutics, Inc.",NASDAQ,8349568.35,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001641281,,,60,sec_fallback,1919441.0,4.35,,,US,USD
NXL,"Nexalin Technology, Inc.",NASDAQ,8135975.7918,nano,,Electromedical & Electrotherapeutic Apparatus,3845,Electromedical & Electrotherapeutic Apparatus,0001527352,,,60,sec_fallback,18651939.0,0.4362,,,US,USD
INAB,"IN8BIO, INC.",NASDAQ,8063849.04,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001740279,,,60,sec_fallback,4634396.0,1.74,,,US,USD
NXGL,"NEXGEL, INC.",NASDAQ,7980270.34,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001468929,,,60,sec_fallback,8143133.0,0.98,,,US,USD
PULM,"Pulmatrix, Inc.",NASDAQ,7815889.9,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001574235,,,60,sec_fallback,3652285.0,2.14,,,US,USD
TCRT,"Alaunos Therapeutics, Inc.",NASDAQ,7599377.744999999,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001107421,,,60,sec_fallback,2231829.0,3.405,,,US,USD
BTCY,BIOTRICITY INC.,NASDAQ,7592583.681000001,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001630113,,,60,sec_fallback,28436643.0,0.267,,,US,USD
VACHW,Voyager Acquisition Corp./Cayman Islands,NASDAQ,7590000.0,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0002006815,,,60,sec_fallback,25300000.0,0.3,,,US,USD
BCTX,BriaCell Therapeutics Corp.,NASDAQ,7554463.06,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001610820,,,60,sec_fallback,1883906.0,4.01,,,US,USD
ITRM,Iterum Therapeutics plc,NASDAQ,7471100.3738,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001659323,,,60,sec_fallback,44656906.0,0.1673,,,US,USD
KPRX,KIORA PHARMACEUTICALS INC,NASDAQ,7466208.049999999,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001372514,,,60,sec_fallback,3677935.0,2.03,,,US,USD
GRDX,GridAI Technologies Corp.,NASDAQ,7463424.660000001,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001604191,,,60,sec_fallback,3361903.0,2.22,,,US,USD
GELS,Gelteq Ltd,NASDAQ,7456079.25,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001920092,,,60,sec_fallback,9438075.0,0.79,,,US,USD
ALZN,"Alzamend Neuro, Inc.",NASDAQ,7413127.8,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001677077,,,60,sec_fallback,3801604.0,1.95,,,US,USD
TVGNW,Tevogen Bio Holdings Inc.,NASDAQ,7351527.077,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001860871,,,60,sec_fallback,198689921.0,0.037,,,US,USD
SYBX,"SYNLOGIC, INC.",NASDAQ,7194835.185,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001527599,,,60,sec_fallback,11698919.0,0.615,,,US,USD
KLTOW,"Klotho Neurosciences, Inc.",NASDAQ,7181135.478,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001907223,,,60,sec_fallback,72536722.0,0.099,,,US,USD
BCLI,BRAINSTORM CELL THERAPEUTICS INC.,NASDAQ,7173707.2275,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001137883,,,60,sec_fallback,11034775.0,0.6501,,,US,USD
AIMD,"Ainos, Inc.",NASDAQ,7074571.9799999995,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001014763,,,60,sec_fallback,4812634.0,1.47,,,US,USD
LIMN,"Liminatus Pharma, Inc.",NASDAQ,7063869.213,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001971387,,,60,sec_fallback,27064633.0,0.261,,,US,USD
PRPH,"ProPhase Labs, Inc.",NASDAQ,6926852.55,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0000868278,,,60,sec_fallback,46179017.0,0.15,,,US,USD
INBS,INTELLIGENT BIO SOLUTIONS INC.,NASDAQ,6864191.24,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001725430,,,60,sec_fallback,1603783.0,4.28,,,US,USD
BFRG,"BullFrog AI Holdings, Inc.",NASDAQ,6617652.1,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001829247,,,60,sec_fallback,11409745.0,0.58,,,US,USD
TNON,"Tenon Medical, Inc.",NASDAQ,6598020.858,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001560293,,,60,sec_fallback,8605740.0,0.7667,,,US,USD
PMCB,"PharmaCyte Biotech, Inc.",NASDAQ,6594297.912,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001157075,,,60,sec_fallback,10134160.0,0.6507,,,US,USD
ALUR,"ALLURION TECHNOLOGIES, INC.",NYSE,6586624.9046,nano,,Surgical & Medical Instruments & Apparatus,3841,Surgical & Medical Instruments & Apparatus,0001964979,,,60,sec_fallback,9262586.0,0.7111,,,US,USD
DWTX,"Dogwood Therapeutics, Inc.",NASDAQ,6558443.319999999,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001818844,,,60,sec_fallback,2293162.0,2.86,,,US,USD
TOVX,"Theriva Biologics, Inc.",NYSE MKT,6221590.1692,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0000894158,,,60,sec_fallback,33739643.0,0.1844,,,US,USD
QNCX,"Quince Therapeutics, Inc.",NASDAQ,6091555.006,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001662774,,,60,sec_fallback,55681490.0,0.1094,,,US,USD
BKHAR,Black Hawk Acquisition Corp,NASDAQ,6022686.649999999,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0002000775,,,60,sec_fallback,4153577.0,1.45,,,US,USD
BMRA,BIOMERICA INC,NASDAQ,5949531.99,nano,,In Vitro & In Vivo Diagnostic Substances,2835,In Vitro & In Vivo Diagnostic Substances,0000073290,,,60,sec_fallback,3020067.0,1.97,,,US,USD
KTTA,Pasithea Therapeutics Corp.,NASDAQ,5880425.83,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001841330,,,60,sec_fallback,7443577.0,0.79,,,US,USD
APRE,"Aprea Therapeutics, Inc.",NASDAQ,5816547.304099999,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001781983,,,60,sec_fallback,6310673.0,0.9217,,,US,USD
BON,Bon Natural Life Ltd,NASDAQ,5797014.68,nano,,Medicinal Chemicals & Botanical Products,2833,Medicinal Chemicals & Botanical Products,0001816815,,,60,sec_fallback,3970558.0,1.46,,,US,USD
XRTX,XORTX Therapeutics Inc.,NASDAQ,5650509.93,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001729214,,,60,sec_fallback,12989678.0,0.435,,,US,USD
SBFM,Sunshine Biopharma Inc.,NASDAQ,5592777.3,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001402328,,,60,sec_fallback,4905945.0,1.14,,,US,USD
CLDI,"Calidi Biotherapeutics, Inc.",NYSE MKT,5516994.853700001,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001855485,,,60,sec_fallback,7167721.0,0.7697,,,US,USD
CYCN,"Cyclerion Therapeutics, Inc.",NASDAQ,5456186.46,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001755237,,,60,sec_fallback,3925314.0,1.39,,,US,USD
BCAB,"BioAtla, Inc.",NASDAQ,5425739.0379,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0001826892,,,60,sec_fallback,32315301.0,0.1679,,,US,USD
AMRN,AMARIN CORP PLC\UK,NASDAQ,5398240.92,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0000897448,,,60,sec_fallback,380694.0,14.18,,,US,USD
XBIO,"Xenetic Biosciences, Inc.",NASDAQ,5200697.12,nano,,Pharmaceutical Preparations,2834,Pharmaceutical Preparations,0001534525,,,60,sec_fallback,2291056.0,2.27,,,US,USD
SLXN,Silexion Therapeutics Corp,NASDAQ,5158959.3,nano,,"Biological Products, (No Diagnostic Substances)",2836,"Biological Products, (No Diagnostic Substances)",0002022416,,,60,sec_fallback,3126642.0,1.65,,,US,USD
